code,path,label,lastUpdate,lastModified,dataStart,dataEnd,count
prc_colc_rents,Economy and finance > Database by themes,Average rent per month in cities by type of dwelling,2026-01-06,2026-01-06,2013,2025,5416
prc_colc_surf,Economy and finance > Database by themes,Typical dwelling sizes by type of dwelling in each surveyed city,2026-01-06,2026-01-06,2013,2025,2718
prc_rem_cs,Economy and finance > Database by themes,Remuneration indexes of national civil servants in central public administration,2025-11-07,2025-11-07,1983-S2,2025-S2,2753
prc_rem_avg,Economy and finance > Database by themes,Average remuneration of national civil servants in central public administration,2025-11-07,2025-11-07,2014-S2,2025-S2,1052
prc_rem_nr,Economy and finance > Database by themes,National civil servants in central public administration,2026-01-30,2025-11-07,2004-S2,2025-S2,1165
prc_rem_idx,Economy and finance > Database by themes,Joint Index,2025-11-07,2025-11-07,2004-S2,2025-S2,25
prc_rem_gdp,Economy and finance > Database by themes,GDP weights used in the calculation of the global specific indicator,2023-11-14,2023-11-14,2014-S2,2023-S2,343
bop_its_det,Economy and finance > Database by themes,International trade in services - historical data (2004-2013),2014-05-16,2025-10-23,2004,2013,6481548
bop_its_deth,Economy and finance > Database by themes,International trade in services - historical data (1985-2003),2014-05-16,2025-10-23,1985,2003,1351100
bop_its_str,Economy and finance > Database by themes,International trade in services - market integration indicators - historical data (1992-2013),2014-05-28,2024-01-03,1992,2013,1408
bop_its_tot,Economy and finance > Database by themes,"Total services, detailed geographical breakdown by EU Member States - historical data (2002-2012)",2014-05-27,2025-03-27,2002,2012,235300
bop_fdi_pos_r2,Economy and finance > Database by themes,"EU direct investment positions, by country and economic activity (NACE Rev. 2)",2015-07-16,2025-11-14,2008,2012,1841074
bop_fdi_flow_r2,Economy and finance > Database by themes,"EU direct investment flows, by country and economic activity (NACE Rev. 2)",2015-07-16,2025-11-14,2008,2012,2122425
bop_fdi_inc_r2,Economy and finance > Database by themes,"EU direct investment income, by country and economic activity (NACE Rev. 2)",2015-07-16,2025-11-14,2008,2012,3142328
bop_eu6_m,Economy and finance > Database by themes,European Union and euro area balance of payments - monthly data (BPM6),2026-03-20,2026-03-20,1999-01,2026-01,109271
bop_eu6_q,Economy and finance > Database by themes,European Union and euro area balance of payments - quarterly data (BPM6),2026-02-19,2026-02-19,1999,2025-Q4,869593
bop_c6_m,Economy and finance > Database by themes,Balance of payments by country - monthly data (BPM6),2026-03-20,2026-03-20,1991-01,2026-01,9044071
bop_c6_q,Economy and finance > Database by themes,Balance of payments by country - quarterly data (BPM6),2026-01-12,2026-01-12,1991-Q1,2025-Q3,62290401
bop_c6_a,Economy and finance > Database by themes,Balance of payments by country - annual data (BPM6),2026-01-12,2025-04-03,1982,2024,14980980
bop_iip6_q,Economy and finance > Database by themes,International investment position - quarterly and annual data (BPM6),2026-01-20,2026-01-12,1991,2025-Q3,47726728
bop_gdp6_q,Economy and finance > Database by themes,Main Balance of Payments and International Investment Position items as share of GDP (BPM6),2026-01-14,2026-01-13,1991,2025-Q3,575687
bop_exms6_q,Economy and finance > Database by themes,Export market shares (BPM6),2025-10-30,2025-07-04,1991,2024,22936
bop_its6_det,Economy and finance > Database by themes,International trade in services (since 2010) (BPM6),2026-01-12,2025-12-16,2010,2024,12731399
bop_its6_tot,Economy and finance > Database by themes,"Total services, detailed geographical breakdown by EU Member States (since 2010) (BPM6)",2026-01-12,2025-12-16,2010,2024,379670
bop_fdi6_pos,Economy and finance > Database by themes,"EU direct investment positions by country, ultimate and immediate counterpart and economic activity (BPM6)",2026-03-19,2026-01-16,2007,2024,6997116
bop_fdi6_inc,Economy and finance > Database by themes,"EU direct investment income, by country and economic activity (BPM6)",2026-03-20,2026-03-19,2007,2024,6672802
bop_fdi6_flow,Economy and finance > Database by themes,"EU direct investment flows, by country and economic activity (BPM6)",2026-03-19,2026-01-16,2013,2024,6022074
bop_fdi6_geo,Economy and finance > Database by themes,"EU direct investment positions, flows and income, by countries (BPM6)",2026-03-19,2026-01-16,2007,2024,604167
bop_fdi6_ind,Economy and finance > Database by themes,"EU direct investments indicators in % of GDP, impact indicators and rate of return on direct investment (BPM6)",2026-01-21,2026-01-16,2007,2024,12950
bop_euins6_a,Economy and finance > Database by themes,Balance of payments of the EU institutions - annual data (BPM6),2025-06-26,2025-12-24,1987,2024,5414737
bop_euins6_q,Economy and finance > Database by themes,Balance of payments of the EU institutions - quarterly data (BPM6),2026-02-04,2026-02-04,1999-Q1,2025-Q4,12236803
bop_euins6_m,Economy and finance > Database by themes,Balance of payments of the EU institutions - monthly data (BPM6),2026-02-04,2026-02-04,1999-01,2025-12,11939292
bop_euins6_iip,Economy and finance > Database by themes,International investment position of the EU institutions (BPM6),2025-05-28,2025-11-14,1999,2024,314071
demo_gind,Population and social conditions > Database by themes,Population change - Demographic balance and crude rates at national level,2025-10-14,2025-07-11,1960,2025,64312
demo_r_gind3,Population and social conditions > Database by themes,Population change - Demographic balance and crude rates at regional level (NUTS 3),2025-10-10,2025-03-27,2000,2024,462291
demo_pjanind,Population and social conditions > Database by themes,Population structure indicators at national level,2026-03-18,2026-02-13,1960,2025,119775
demo_r_pjanind2,Population and social conditions > Database by themes,Population structure indicators by NUTS 2 region,2026-03-18,2026-01-20,1990,2025,740824
demo_r_pjanind3,Population and social conditions > Database by themes,Population structure indicators by NUTS 3 region,2026-03-18,2026-01-20,2014,2025,1126580
demo_r_d3dens,Population and social conditions > Database by themes,Population density by NUTS 3 region,2026-02-25,2026-02-25,1990,2024,57129
demo_r_d3area,Population and social conditions > Database by themes,Area by NUTS 3 region,2020-08-25,2024-01-10,1990,2015,70822
demo_pjan,Population and social conditions > Database by themes,Population on 1 January by age and sex,2026-03-18,2026-02-13,1960,2025,739082
demo_pjangroup,Population and social conditions > Database by themes,Population on 1 January by age group and sex,2026-03-18,2026-02-13,1960,2025,166237
demo_pjanbroad,Population and social conditions > Database by themes,Population on 1 January by broad age group and sex,2026-03-18,2026-02-13,1960,2025,39160
demo_pjanedu,Population and social conditions > Database by themes,"Population on 1 January by age, sex and educational attainment level",2026-03-18,2026-03-03,2007,2025,266994
demo_pjanmarsta,Population and social conditions > Database by themes,"Population on 1 January by age, sex and legal marital status",2026-03-18,2026-03-03,1960,2025,1137134
migr_pop2ctz,Population and social conditions > Database by themes,"Population on 1 January by age, sex and broad group of citizenship",2026-03-18,2026-01-20,1998,2025,710279
migr_pop1ctz,Population and social conditions > Database by themes,"Population on 1 January by age group, sex and citizenship",2026-03-18,2026-01-20,1998,2025,8794303
migr_pop3ctb,Population and social conditions > Database by themes,"Population on 1 January by age group, sex and country of birth",2026-03-18,2026-03-03,1998,2025,7080189
migr_pop4ctb,Population and social conditions > Database by themes,"Population on 1 January by age, sex and group of country of birth",2026-03-18,2026-03-03,1998,2025,686854
migr_pop5ctz,Population and social conditions > Database by themes,"Population on 1 January by sex, citizenship and group of country of birth",2026-03-18,2026-01-20,2009,2025,389278
migr_pop6ctb,Population and social conditions > Database by themes,"Population on 1 January by sex, country of birth and group of citizenship",2026-03-18,2026-01-20,2009,2025,383910
migr_pop7ctz,Population and social conditions > Database by themes,"Population on 1 January by age group, sex and level of human development of the country of citizenship",2026-03-18,2026-01-20,2014,2025,414751
migr_pop8ctb,Population and social conditions > Database by themes,"Population on 1 January by age group, sex and level of human development of the country of birth",2026-03-18,2026-03-03,2014,2025,374262
migr_pop9ctz,Population and social conditions > Database by themes,EU and EFTA citizens who are usual residents in another EU/EFTA country as of 1 January,2026-03-11,2026-01-20,2015,2025,596526
demo_urespop,Population and social conditions > Database by themes,Usually resident population on 1 January,2025-10-08,2025-10-08,2014,2025,357
demo_popep,Population and social conditions > Database by themes,Persons eligible to vote in the 2024 European Parliament elections by category of voters - dedicated data collection,2024-08-02,2024-04-04,2024,2024,50
demo_r_d2jan,Population and social conditions > Database by themes,"Population on 1 January by age, sex and NUTS 2 region",2026-03-18,2026-01-20,1990,2025,4679675
demo_r_pjangroup,Population and social conditions > Database by themes,"Population on 1 January by age group, sex and NUTS 2 region",2026-03-18,2026-01-20,1990,2025,1028161
demo_r_pjangrp3,Population and social conditions > Database by themes,"Population on 1 January by age group, sex and NUTS 3 region",2026-03-18,2026-01-20,2014,2025,1504595
demo_r_pjanaggr3,Population and social conditions > Database by themes,"Population on 1 January by broad age group, sex and NUTS 3 region",2026-03-18,2026-01-20,1990,2025,736540
demo_find,Population and social conditions > Database by themes,Fertility indicators,2026-03-20,2026-03-06,1960,2024,17880
demo_frate,Population and social conditions > Database by themes,Fertility rates by age,2026-03-18,2026-03-06,1960,2024,92525
demo_fmonth,Population and social conditions > Database by themes,Live births (total) by month,2026-03-18,2026-03-18,1960,2025,30683
demo_fasec,Population and social conditions > Database by themes,Live births by mother's age and newborn's sex,2026-03-18,2026-03-18,2007,2024,116363
demo_fordagec,Population and social conditions > Database by themes,Live births by mother's age and birth order,2026-03-18,2026-03-18,1960,2024,335217
demo_fordager,Population and social conditions > Database by themes,Live births by mother's year of birth (age reached) and birth order,2026-03-18,2026-03-18,1960,2024,327835
demo_fagec,Population and social conditions > Database by themes,Live births by mother's age and legal marital status,2026-03-18,2026-03-06,1960,2024,309940
demo_fager,Population and social conditions > Database by themes,Live births by mother's year of birth (age reached) and legal marital status,2026-03-18,2026-03-18,1960,2024,282932
demo_faeduc,Population and social conditions > Database by themes,Live births by mother's age and educational attainment level,2026-03-18,2026-03-18,2007,2024,84240
demo_faemplc,Population and social conditions > Database by themes,Live births by mother's age and activity status,2026-03-18,2026-03-18,2007,2024,54656
demo_faczc,Population and social conditions > Database by themes,Live births by mother's age and citizenship,2026-03-18,2026-03-18,2007,2024,193552
demo_facbc,Population and social conditions > Database by themes,Live births by mother's age and country of birth,2026-03-18,2026-03-06,2007,2024,153678
demo_fweight,Population and social conditions > Database by themes,Live births by birth weight and duration of gestation,2026-03-18,2026-03-18,2013,2024,65564
